0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
0;Arina0;9990;0aaa@gmail.com;C#,Java
1;Arina1;9991;1aaa@gmail.com;C#,Java
2;Arina2;9992;2aaa@gmail.com;C#,Java
