dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
dev;Task1;0;Arina0;9990;0aaa@gmail.com;C#,Java
